split,model,R2,MAE,RMSE
random_row_split,ExtraTreesDeploy,0.8829565405053529,0.01752661287699751,0.049776481026979236
source_group_split,ExtraTreesDeploy,0.4747537885952323,0.050604899461745526,0.09322130461275442
